Village,Latitude,Longitude,Elevation_m,Population,Population_Source,Place_Type,Nearest_Facility_Name,Nearest_Facility_Type,Nearest_Facility_Latitude,Nearest_Facility_Longitude,Distance_Nearest_Facility_km,Nearest_Facility_Confidence,Dist_Zipline_km
Koduakrom,7.3349553,-2.478675,288.0,98.0,WorldPop_2020,village/town/hamlet,Nwawasua Chips compound,Clinic,7.2923522,-2.4031177,9.59,0.81,124.65981072369935
Kodwo Anuma,5.895349,-0.4724658,136.0,297.0,WorldPop_2020,village/town/hamlet,Odumkyere Darmang Health Centre,Clinic,5.8688274,-0.5422364,8.26,0.63,34.113054739372664
Kodwo Ashon,5.6138317,-0.5644119,117.0,1101.0,WorldPop_2020,village/town/hamlet,Ayiresu Chip Compound,Hospital,5.6211389,-0.5218935,4.77,0.63,66.42317212511061
Kodwo Essifie,5.5717453,-0.7115606,87.0,1360.0,WorldPop_2020,village/town/hamlet,Drug Store,Pharmacy,5.5451393,-0.7027459,3.12,0.81,75.70987768433602
Koffekrom,6.1969825,-1.6892362,209.0,21927.0,WorldPop_2020,suburb,Unnamed Hospital,Hospital,6.203002,-1.6847518,0.83,0.33,88.03131776126524
Kofi Asare,6.0186286,-1.2417515,103.0,320.0,WorldPop_2020,village/town/hamlet,Boys Dormitory,Clinic,5.9689484,-0.9933071,28.02,0.63,90.38258889997981
Kofi Benkurom,6.5689836,-2.6345633,224.0,551.0,WorldPop_2020,village/town/hamlet,Asarekrom CHPS,Clinic,6.5762288,-2.6390223,0.94,0.81,45.90328300296441
Kofi Dede,5.8609874,-0.7556037,183.0,852.0,WorldPop_2020,village/town/hamlet,Asamankese Government Hospital,Hospital,5.8539806,-0.6786598,8.55,0.53,51.00270037390486
Kofi Djan,7.7739486,-0.5422515,137.0,436.0,WorldPop_2020,village/town/hamlet,"Rahma Pharmacy Limited, Yeji",Pharmacy,8.22882,-0.6501933,51.96,0.82,58.49260447057899
Kofi Dwumakrom,6.6057949,-2.343753,172.0,354.0,WorldPop_2020,village/town/hamlet,Unnamed Clinic,Clinic,6.5297009,-2.4162856,11.65,0.61,49.38562849290722
Kofi Gyan,5.9268421,-2.4089655,120.0,184.0,WorldPop_2020,village/town/hamlet,George Dadzie,Pharmacy,5.8095379,-2.435719,13.38,0.81,29.42996504150539
Kofi Munufie,6.513105,-2.9364784,143.0,198.0,WorldPop_2020,village/town/hamlet,CHPS Compound,Clinic,6.4507913,-2.9733155,8.04,0.81,61.979823266217636
Kofi Nimo,6.0492271,-1.0961089,146.0,954.0,WorldPop_2020,village/town/hamlet,School Clinic,Clinic,5.9697837,-0.9931264,14.41,0.53,73.91211514880436
Kofi Ntoo,5.5935229,-0.582608,96.0,34.0,WorldPop_2020,locality,Ayiresu Chip Compound,Hospital,5.6211389,-0.5218935,7.39,0.63,69.03911994503406
Kofi Nyima,7.1158349,-0.104861,136.0,652.0,WorldPop_2020,village/town/hamlet,Abotanse CHPs Compound,CHPS,7.0798809,-0.0957694,4.12,0.67,75.40957550919427
Kofi Saah,5.4787767,-1.5688831,88.0,244.0,WorldPop_2020,village/town/hamlet,Clinic,Clinic,5.4908372,-1.5329901,4.19,0.81,127.78851688781737
Kofi Yiri,9.9923326,-0.9824866,117.0,100.0,WorldPop_2020,locality,Janga Polyclinic,Clinic,10.025006,-0.972556,3.79,0.53,43.85931998968356
Kofiabekurom,6.7111203,-1.9405635,202.0,202.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,6.6599097,-1.8423071,12.25,0.61,72.14918739947197
Kofiadukurom,6.6507542,-2.5808001,246.0,432.0,WorldPop_2020,village/town/hamlet,Akrodie Health Centre,Hospital,6.6950068,-2.5569091,5.58,0.53,52.92202144656909
Kofianinakwa,6.4882724,-0.7768334,247.0,98.0,WorldPop_2020,isolated_dwelling,Agyakwa Hospital,Hospital,6.5383131,-0.7672648,5.66,0.53,48.32789168607018
Kofianokwa,5.6519887,-0.6160578,64.0,2332.0,WorldPop_2020,village/town/hamlet,Ayiresu Chip Compound,Hospital,5.6211389,-0.5218935,10.97,0.63,63.73912319959703
Kofiansakrom,5.733083,-0.6571895,130.0,774.0,WorldPop_2020,village/town/hamlet,Essaso CHPS compound,Clinic,5.7645167,-0.6977078,5.68,0.81,56.94542004375338
Kofiasare,5.8529899,-0.5322281,130.0,793.0,WorldPop_2020,village/town/hamlet,Odumkyere Darmang Health Centre,Clinic,5.8688274,-0.5422364,2.08,0.63,39.82869204588544
Kofiase,7.1406497,-1.4878665,442.0,5162.0,WorldPop_2020,village/town/hamlet,Kofiase health clinic,Clinic,7.1412015,-1.4835945,0.48,0.53,14.787047370230129
Kofiasua,7.2929984,-2.8970177,282.0,4848.0,WorldPop_2020,village/town/hamlet,Patience Angels Maternity Home,Health_Post,7.5029469,-2.91502,23.43,0.53,131.05584787208966
Kofibadukrom,7.2917072,-2.9724524,306.0,3159.0,WorldPop_2020,village/town/hamlet,Patience Angels Maternity Home,Health_Post,7.5029469,-2.91502,24.33,0.53,134.05516479737042
Kofibuokurom,6.9366574,-2.6055674,252.0,653.0,WorldPop_2020,village/town/hamlet,Ahmadiyya,Clinic,6.8940491,-2.5651706,6.51,0.53,84.52388960259046
Kofidede,6.6215674,-0.8705887,224.0,880.0,WorldPop_2020,village/town/hamlet,Apradang Clinic,Hospital,6.5486346,-0.8663086,8.12,0.53,65.95391430061477
Kofidonkorkurom,6.566191,-0.8152916,239.0,655.0,WorldPop_2020,village/town/hamlet,Roman Catholic Hospital,Hospital,6.5466382,-0.7733547,5.12,0.53,57.29978629966762
Kofifakurom,6.9104348,-2.0979327,276.0,603.0,WorldPop_2020,village/town/hamlet,Anyinasuso Health Centre,Clinic,6.9590279,-2.100323,5.41,0.81,80.31934940323183
Kofifofiekrom,7.2509125,-2.4745309,261.0,218.0,WorldPop_2020,isolated_dwelling,Nwawasua Chips compound,Clinic,7.2923522,-2.4031177,9.13,0.81,118.215633728983
Kofigya,6.0424788,-0.4346265,184.0,50610.0,GeoNames/OSM,village/town/hamlet,Unnamed Hospital,Hospital,6.040978,-0.4435667,1.0,0.47,17.764617609565743
Kofihiakrom,6.6171926,-1.9754654,211.0,1750.0,WorldPop_2020,village/town/hamlet,Nyinahin Hospital,Hospital,6.6008109,-2.1097935,14.95,0.53,74.07800031748701
Kofikrom,5.0599258,-2.0973426,99.0,69.0,WorldPop_2020,village/town/hamlet,Evanex Pharmacy,Pharmacy,5.0019315,-2.0250769,10.28,0.81,131.28846790692023
Kofikrom,6.1646103,-2.5690858,137.0,1105.0,WorldPop_2020,village/town/hamlet,Kama CHPS Compound,Clinic,6.2933476,-2.7147583,21.55,0.81,9.557284266516112
Kofikum,5.7075237,-0.6382686,96.0,360.0,WorldPop_2020,village/town/hamlet,Essaso CHPS compound,Clinic,5.7645167,-0.6977078,9.13,0.81,58.74417525505656
Kofikumikrom,5.5369628,-1.4424142,110.0,289.0,WorldPop_2020,isolated_dwelling,Clinic,Clinic,5.4908372,-1.5329901,11.26,0.81,132.62930934014904
Kofikurom,5.8948901,-0.5873501,139.0,366.0,WorldPop_2020,village/town/hamlet,Odumkyere Darmang Health Centre,Clinic,5.8688274,-0.5422364,5.77,0.63,37.454836709174955
Kofikurom,6.1694783,-0.3186357,186.0,3806.0,WorldPop_2020,village/town/hamlet,Shapelife Pharmacy,Pharmacy,6.1878525,-0.3640493,5.42,0.82,14.588441066830448
Kofikurom,7.2232243,-1.9550954,301.0,854.0,WorldPop_2020,village/town/hamlet,Adaa CHPS Compound,Clinic,7.2445264,-1.8550088,11.29,0.81,65.62732094976316
Kofikusi,6.5730771,-0.7811102,241.0,5361.0,WorldPop_2020,village/town/hamlet,Roman Catholic Hospital,Hospital,6.5466382,-0.7733547,3.06,0.53,55.231469247835044
Kofikyere,5.7851777,-0.6475388,103.0,1205.0,WorldPop_2020,village/town/hamlet,Essaso CHPS compound,Clinic,5.7645167,-0.6977078,6.01,0.81,51.27158773002302
Kofikyerekwa,5.6150115,-0.660274,87.0,328.0,WorldPop_2020,isolated_dwelling,Agnes Doris Pharmacy,Pharmacy,5.6388504,-0.7247921,7.62,0.81,69.1782771523035
Kofimanukrom,7.0937914,-2.3795566,262.0,433.0,WorldPop_2020,village/town/hamlet,Unnamed Clinic,Clinic,7.069111,-2.3239594,6.72,0.61,101.4997589836186
Kofimensakrom,5.6089788,-1.3966852,114.0,119.0,WorldPop_2020,village/town/hamlet,Clinic,Clinic,5.6835098,-1.4960854,13.77,0.81,124.0494507372051
Kofimirekrom,6.8776555,-2.7568924,242.0,491.0,WorldPop_2020,village/town/hamlet,Asumura Rural Clinic,Health_Center,6.7046201,-2.7640454,19.26,0.67,82.62025667844783
Kofinsiakurom,6.7777008,-1.9933212,250.0,430.0,WorldPop_2020,village/town/hamlet,Mankranso Government Hospital,Hospital,6.8210441,-1.8627434,15.2,0.81,73.81931456452288
Kofinti shed,7.2699512,-2.5826137,305.0,669.0,WorldPop_2020,village/town/hamlet,Mw,Clinic,7.2206418,-2.6417699,8.52,0.81,120.80399724934746
Kofinyinakurom,6.6485242,-0.5939591,294.0,123.0,WorldPop_2020,village/town/hamlet,st joseph's clinic an maternity home,Clinic,6.6519796,-0.6662393,7.99,0.83,51.94188693482847
Kofipare,5.9506846,-0.573948,142.0,1109.0,WorldPop_2020,village/town/hamlet,Odumkyere Darmang Health Centre,Clinic,5.8688274,-0.5422364,9.75,0.63,31.25208727397705
Kofisa,5.8427224,-0.396806,102.0,814.0,WorldPop_2020,village/town/hamlet,Losab Pharmacy,Pharmacy,5.8101264,-0.3436711,6.91,0.81,40.182492293974526
Kofiten,5.8854052,-0.4367226,124.0,917.0,WorldPop_2020,village/town/hamlet,Annat Medical Diagnostics Centre,Doctor,5.8014438,-0.4914678,11.13,0.81,35.10423243823262
Koforidua,5.237532,-1.3322884,73.0,3306.0,WorldPop_2020,village/town/hamlet,Hayford Dorothy,Pharmacy,5.2450265,-1.2480883,9.36,0.67,145.00141499572544
Koforidua,5.7994706,-0.7499607,167.0,586.0,WorldPop_2020,village/town/hamlet,Essaso CHPS compound,Clinic,5.7645167,-0.6977078,6.97,0.81,55.85175861728331
Koforidua,6.100334,-0.2614572,174.0,130000.0,OSM,city,Amicus Pharmacy,Pharmacy,6.098555,-0.2628491,0.25,0.81,23.37230364491337
Koforidua,7.0568996,-2.5003908,267.0,403.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,6.9822811,-2.38736,14.98,0.61,96.77027389428167
Koforidua,7.0861576,-1.7128211,329.0,719.0,WorldPop_2020,village/town/hamlet,Beked,Pharmacy,6.9637589,-1.6787319,14.12,0.81,36.3310584651949
Koforidua,7.2011737,-2.1262797,319.0,1474.0,WorldPop_2020,village/town/hamlet,St. John of God Hospital,Hospital,7.1762749,-2.0976539,4.2,0.53,83.42231516811958
Koforidua,7.5482464,-1.7773978,295.0,1093.0,WorldPop_2020,village/town/hamlet,HAPPY FAMILY CLINIC,Clinic,7.5590959,-1.7180471,6.65,0.53,69.67294324901029
Koforidua Ada,6.1085653,-0.2456287,192.0,11803.0,WorldPop_2020,suburb,Patbrenda Clinic & Laboratory,Clinic,6.1070286,-0.2476782,0.28,0.81,24.51922805030307
Kofotwere,7.2993809,-2.1545434,277.0,332.0,WorldPop_2020,village/town/hamlet,Timeless Pharmacy,Pharmacy,7.397837,-2.1832994,11.4,0.81,89.15581106868726
Kogni,9.5367996,-0.8375848,176.0,3349.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,9.4699444,-0.8192707,7.7,0.61,89.69207049465244
Kogua,7.6071194,-2.4764058,228.0,821.0,Imputed,village/town/hamlet,Dagadu CHPS Compound,Health_Post,7.6114215,-2.3864246,9.93,0.53,135.06999089979018
Kojee,8.1514256,-2.5169018,249.0,210.0,WorldPop_2020,village/town/hamlet,Unnamed Clinic,Clinic,7.9719256,-2.6189741,22.91,0.33,174.07807091086954
Kojina,6.4632441,-2.7167875,207.0,664.0,WorldPop_2020,village/town/hamlet,Asarekrom CHPS,Clinic,6.5762288,-2.6390223,15.22,0.81,40.34760844285751
Kojo Arko,7.6873751,-2.5666755,243.0,433.0,WorldPop_2020,village/town/hamlet,Tiadene chips compound,Clinic,7.6708923,-2.4085644,17.52,0.81,148.0032380276205
Kojo Ashong,5.7115108,-0.3851411,45.0,3558.0,WorldPop_2020,village/town/hamlet,Kotoku Clinic,Clinic,5.7363698,-0.3594848,3.96,0.81,54.73786444544071
Kojo Boffour,8.232093,-0.6519967,94.0,13289.0,WorldPop_2020,suburb,"Rahma Pharmacy Limited, Yeji",Pharmacy,8.22882,-0.6501933,0.41,0.82,85.28587565353548
Kojo Fachuma,5.8989109,-0.6004989,117.0,1232.0,WorldPop_2020,village/town/hamlet,Odumkyere Darmang Health Centre,Clinic,5.8688274,-0.5422364,7.26,0.63,37.688177441529014
Kojo Fordjourkrom,6.3726028,-2.1672435,177.0,418.0,WorldPop_2020,village/town/hamlet,Ahwiaso Community Hospital,Hospital,6.3157621,-2.2501706,11.13,0.81,40.948247983176444
Kojo Fordjourkrom,6.7369108,-1.9254988,185.0,337.0,WorldPop_2020,village/town/hamlet,Medicap Pharmacy,Pharmacy,6.8189792,-1.8612681,11.56,0.81,69.24824552823077
Kojo Kabre,8.0266374,-0.0326371,148.0,423.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,8.144827,-0.1540547,18.75,0.61,25.3725141506378
Kojokrom,7.777908,-0.173284,96.0,1638.0,WorldPop_2020,village/town/hamlet,T T medicine shop,Pharmacy,7.7931639,-0.060264,12.57,0.81,17.87443780238269
Kojope,9.152828,-1.3948158,120.0,356.0,WorldPop_2020,village/town/hamlet,Busunu Health Centre,Clinic,9.1649194,-1.5095539,12.67,0.63,147.1569514410157
Koka,6.3030164,-0.9553975,191.0,271.0,WorldPop_2020,village/town/hamlet,Tiawiah CHPS Compound,Clinic,6.4138806,-0.8676785,15.68,0.91,57.43028576784041
Kokoa,7.8519862,-2.6473861,323.0,3369.0,WorldPop_2020,village/town/hamlet,Dawiri CHPS Compound,Clinic,7.8268181,-2.682561,4.78,0.81,164.8664431723147
Kokoado,5.412478,-1.019057,56.0,293.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.4282328,-0.958741,6.9,0.61,107.98949332336157
Kokoado,5.6011548,-0.6646018,78.0,482.0,WorldPop_2020,village/town/hamlet,Drug Store,Pharmacy,5.5451393,-0.7027459,7.52,0.81,70.78220106558169
Kokoado,5.65459,-0.6531842,99.0,1419.0,WorldPop_2020,village/town/hamlet,Agnes Doris Pharmacy,Pharmacy,5.6388504,-0.7247921,8.11,0.81,64.8016529132155
Kokoado,5.8158292,-2.8259254,86.0,4050.0,WorldPop_2020,suburb,Forever Homeopathic Clinic,Clinic,5.8157087,-2.8256604,0.03,0.81,55.39495686689037
Kokoado No.1,5.1992536,-1.3362928,66.0,204.0,WorldPop_2020,village/town/hamlet,CCTU Clinic,Clinic,5.1536489,-1.2783217,8.18,0.81,148.44129323139424
Kokoase,5.6085802,-2.4871304,60.0,288.0,WorldPop_2020,village/town/hamlet,Samartex Hospital,Hospital,5.6158357,-2.5642588,8.57,0.53,63.41287065571017
Kokoben,5.4879044,-0.9671688,80.0,4015.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.4282328,-0.958741,6.7,0.61,97.86170776943409
Kokoben,5.8183499,-0.2185813,128.0,688.0,WorldPop_2020,village/town/hamlet,MBC Pharmacy,Pharmacy,5.7826082,-0.1775058,6.04,0.81,49.41276983849724
Kokoben,6.6128305,-1.7184066,291.0,1255.0,WorldPop_2020,village/town/hamlet,Gary Marvin Memorial Hospital,Hospital,6.604927,-1.6603731,6.47,0.53,61.1539458708522
Kokoben,7.0605139,-1.4670798,396.0,482.0,WorldPop_2020,village/town/hamlet,Mampong Government Hospital,Hospital,7.0423793,-1.406451,6.99,0.53,9.037575577401103
Kokobin,6.318759,-1.1402194,134.0,671.0,WorldPop_2020,village/town/hamlet,Tiawiah CHPS Compound,Clinic,6.4138806,-0.8676785,31.92,0.91,77.86521912340405
Kokobin,6.4464817,-1.3665014,278.0,1338.0,WorldPop_2020,village/town/hamlet,Richard Fowler Catholic Clinic,Clinic,6.4679724,-1.4723001,11.93,0.53,67.2733137659676
Kokobiriko,6.7105236,-1.9864172,235.0,228.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,6.6599097,-1.8423071,16.88,0.61,76.53760776207488
Kokobiriko No. 1,6.7078721,-1.9869821,217.0,211.0,WorldPop_2020,neighbourhood,Unnamed Pharmacy,Pharmacy,6.6599097,-1.8423071,16.84,0.61,76.73800703006236
Kokobiriko No. 3,6.7126244,-1.9847291,241.0,239.0,WorldPop_2020,neighbourhood,Unnamed Pharmacy,Pharmacy,6.6599097,-1.8423071,16.79,0.61,76.26019316079511
Kokode,6.6728488,-1.663156,263.0,38197.0,WorldPop_2020,suburb,Phimed,Pharmacy,6.6822417,-1.6568141,1.26,0.81,52.18427101475942
Kokodei,6.5659358,-1.4781702,262.0,815.0,WorldPop_2020,village/town/hamlet,Sawia Health Center,Hospital,6.6135698,-1.5422574,8.84,0.53,54.99274627736745
Kokodie,6.769119,-1.38991,272.0,243.0,WorldPop_2020,village/town/hamlet,SICK,Hospital,6.8126582,-1.4265516,6.31,0.53,31.564150468057314
Kokofa,6.0347743,-0.1904878,199.0,1384.0,WorldPop_2020,village/town/hamlet,Adweso Clinic,Hospital,6.0634948,-0.253995,7.71,0.63,33.852804911752436
Kokofakesi,6.0382591,-0.2042717,175.0,339.0,WorldPop_2020,village/town/hamlet,Adweso Clinic,Hospital,6.0634948,-0.253995,6.17,0.63,32.36974614793655
Kokofakitiwa,6.0336153,-0.2031237,188.0,1174.0,WorldPop_2020,village/town/hamlet,Adweso Clinic,Hospital,6.0634948,-0.253995,6.53,0.63,32.765373741859605
Kokofu,5.5115753,-0.8254389,82.0,1443.0,WorldPop_2020,village/town/hamlet,Kissi Sarpong Pharmacy,Pharmacy,5.5365499,-0.7015639,13.99,0.81,87.20735145301674
Kokofu,6.1311955,-0.095095,197.0,49.0,WorldPop_2020,isolated_dwelling,Okra Kwadwo Health Centre,Clinic,6.1089919,-0.1057473,2.74,0.63,39.65651559258891
Kokofu,6.502172,-1.534586,228.0,4366.0,WorldPop_2020,village/town/hamlet,Ahwenie Memorial Hospital,Hospital,6.4549977,-1.5704577,6.57,0.53,63.26616561508709
Kokofu,6.7547958,-2.6048866,211.0,329.0,WorldPop_2020,village/town/hamlet,Akrodie Health Centre,Hospital,6.6950068,-2.5569091,8.5,0.53,64.72916012286825
Kokofu,6.83135,-2.4881847,218.0,1258.0,WorldPop_2020,village/town/hamlet,G- EME Pharmacy and Diagnostic Centre,Pharmacy,6.8049166,-2.5141844,4.11,0.81,71.81182950022779
Kokofu,6.8824596,-2.5497724,235.0,2362.0,WorldPop_2020,village/town/hamlet,Ahmadiyya,Clinic,6.8940491,-2.5651706,2.13,0.53,77.79855918141023
Kokofu,7.7205369,-0.8805114,147.0,869.0,WorldPop_2020,village/town/hamlet,Kumfia Healthcare,Clinic,7.7794723,-1.2247689,38.49,0.81,92.37863683928053
Kokofu No.1,6.9902529,-2.6674996,268.0,332.0,WorldPop_2020,village/town/hamlet,Ahmadiyya,Clinic,6.8940491,-2.5651706,15.56,0.53,91.64621308718603
Kokomlemle,5.5755147,-0.2088731,36.0,35320.0,OSM,suburb,Unnamed Pharmacy,Pharmacy,5.5759148,-0.2086516,0.05,0.61,74.16994846881217
Kokomlemle East,5.5727971,-0.2113125,17.0,87209.0,WorldPop_2020,neighbourhood,Ernest Chemist,Pharmacy,5.5709501,-0.2116421,0.21,0.82,74.35615094011712
Kokomlemle West,5.5753384,-0.2156188,16.0,84775.0,WorldPop_2020,neighbourhood,A. O. Pharmacy,Pharmacy,5.5765281,-0.2169455,0.2,0.82,73.92686854520821
Kokompe,5.5801523,-0.2521546,40.0,78955.0,WorldPop_2020,suburb,ADD Pharma,Pharmacy,5.576906,-0.2545548,0.45,0.82,72.12043858642313
Kokompe,6.626158,0.4913807,175.0,14259.0,WorldPop_2020,suburb,Jodael Pharmacy,Pharmacy,6.6256336,0.4848699,0.72,0.82,39.430203880291394
Kokone Abetima,6.4027764,-0.2234897,310.0,802.0,WorldPop_2020,village/town/hamlet,Asesewa Government Hospital,Hospital,6.4017208,-0.146631,8.49,0.95,33.118617126653255
Kokone-Akute,6.4139286,-0.2471897,264.0,403.0,WorldPop_2020,village/town/hamlet,Asesewa Government Hospital,Hospital,6.4017208,-0.146631,11.19,0.95,32.102286186474245
Kokone-Anum,6.3999136,-0.2315766,304.0,477.0,WorldPop_2020,village/town/hamlet,Asesewa Government Hospital,Hospital,6.4017208,-0.146631,9.39,0.95,32.24336410265529
Kokontekpedzi,6.275013,0.0661559,27.0,2587.0,WorldPop_2020,village/town/hamlet,VRA Hospital,Hospital,6.2639983,0.0583854,1.5,0.53,25.903722481800088
Kokoomu,5.9564072,-0.1752878,194.0,1355.0,WorldPop_2020,village/town/hamlet,Tetteh Quarshie Hospital,Hospital,5.9216374,-0.1323741,6.12,0.53,40.51168492351091
Kokooso,6.4175331,-2.4634531,161.0,704.0,WorldPop_2020,village/town/hamlet,Star of Hope Hospital,Hospital,6.5054442,-2.4999113,10.57,0.81,26.150956968336367
Kokorasua,7.1712973,-2.8973333,270.0,800.0,WorldPop_2020,village/town/hamlet,Nkrankwanta Government Hospital,Hospital,7.0205959,-3.0532075,24.01,0.53,118.54612924300098
Kokore,10.8308607,-0.5119397,234.0,1364.0,WorldPop_2020,village/town/hamlet,Zebilla District Hospital,Hospital,10.9368919,-0.4733207,12.52,0.53,62.309956528749574
Kokoroko,7.6851795,-2.0423573,303.0,411.0,WorldPop_2020,village/town/hamlet,Asubingya chip compounds,Clinic,7.7429908,-2.0629199,6.82,0.81,100.61848358180046
Kokorokrom,6.2514311,-3.1319212,148.0,317.0,WorldPop_2020,village/town/hamlet,CHPS Compound,Clinic,6.4507913,-2.9733155,28.26,0.81,72.05981999238075
Kokose,8.1547271,-0.178277,135.0,1041.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,8.144827,-0.1540547,2.88,0.61,43.47029993058742
Kokosiase,6.071277,-0.3561652,175.0,610.0,WorldPop_2020,village/town/hamlet,Newlands Medical Centre,Clinic,6.0824943,-0.2753886,9.02,0.82,17.62214952574536
Kokoso,5.9731751,-0.4468292,155.0,1152.0,WorldPop_2020,village/town/hamlet,Suhum Hospital,Hospital,6.0380137,-0.4446668,7.21,0.63,25.38251222188144
Kokosua No.2,7.8761782,-2.7622031,282.0,441.0,WorldPop_2020,village/town/hamlet,Dawiri CHPS Compound,Clinic,7.8268181,-2.682561,10.35,0.81,177.05974993413656
Kokote,6.9332525,-1.6850683,295.0,7337.0,WorldPop_2020,village/town/hamlet,Offinso Health Center,Hospital,6.9379419,-1.6748899,1.24,0.53,35.714041465633834
Kokotesua,6.2162177,-1.6688651,210.0,8292.0,WorldPop_2020,suburb,D. B. Twumasi Chemicals OTC Medicine,Pharmacy,6.2132762,-1.6884994,2.19,0.81,90.34793601603849
Kokotintin,6.1078804,-1.6915301,144.0,980.0,WorldPop_2020,village/town/hamlet,Unnamed Hospital,Hospital,6.203002,-1.6847518,10.6,0.33,88.15107410600322
Kokotro,6.3710152,-1.4618119,261.0,2405.0,WorldPop_2020,village/town/hamlet,Richard Fowler Catholic Clinic,Clinic,6.4679724,-1.4723001,10.84,0.53,76.05564226466117
Kokpeng,9.4319098,-0.9673774,161.0,175.0,WorldPop_2020,village/town/hamlet,Unnamed Doctor,Doctor,9.4146636,-0.9839179,2.64,0.61,102.79884167783256
Kokpogele,10.2520765,0.1611149,165.0,228.0,WorldPop_2020,village/town/hamlet,Unnamed Hospital,Hospital,10.2727759,0.2074619,5.57,0.33,106.18179515794607
Kokrobite,5.497718,-0.364879,9.0,6818.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.498851,-0.3669524,0.26,0.61,78.47944407107556
Kokroko,5.7315325,-0.6717512,136.0,252.0,WorldPop_2020,village/town/hamlet,Essaso CHPS compound,Clinic,5.7645167,-0.6977078,4.66,0.81,57.780171176277484
Kokromote,6.5150979,-0.8018598,311.0,133.0,WorldPop_2020,village/town/hamlet,Agyakwa Hospital,Hospital,6.5383131,-0.7672648,4.61,0.53,52.36349252516647
Kokuma,7.8247027,-1.7579344,316.0,726.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,7.8337554,-1.7955021,4.26,0.61,94.58153313006896
Kokwaado,5.6904728,-0.7098654,142.0,451.0,WorldPop_2020,village/town/hamlet,Agnes Doris Pharmacy,Pharmacy,5.6388504,-0.7247921,5.97,0.81,63.72582955152652
Kokwado,5.2891267,-1.2649056,80.0,978.0,WorldPop_2020,village/town/hamlet,Hayford Dorothy,Pharmacy,5.2450265,-1.2480883,5.25,0.67,135.75664612292496
Kokwado,6.5460109,-1.4394061,288.0,234.0,WorldPop_2020,village/town/hamlet,Richard Fowler Catholic Clinic,Clinic,6.4679724,-1.4723001,9.41,0.53,56.54856943220932
Koleman,5.7675895,-0.3090253,89.0,3104.0,WorldPop_2020,village/town/hamlet,Samsam Community Clinic,Clinic,5.7775789,-0.3002303,1.48,0.81,50.45723924715308
Kolik,10.3332008,-0.2492952,156.0,476.0,WorldPop_2020,village/town/hamlet,Divine Clinic,Clinic,10.3115232,-0.0932731,17.24,0.81,60.71759334662009
Kolinvai,10.4002458,-0.3003994,213.0,964.0,WorldPop_2020,village/town/hamlet,Baptist Medical Center Nalerigu,Hospital,10.515869,-0.3640743,14.62,0.53,55.40933706553007
Kolitsogo,9.3981025,-1.0014832,191.0,690.0,WorldPop_2020,village/town/hamlet,Unnamed Doctor,Doctor,9.4146636,-0.9839179,2.67,0.61,107.17749980513784
Kolomuu,10.0593695,-2.6871014,273.0,397.0,WorldPop_2020,village/town/hamlet,CHPS Compound Jambusi,Health_Center,10.0257225,-2.7715931,9.98,0.53,208.8244587195013
Kolongo,7.6175064,-2.2508937,221.0,286.0,WorldPop_2020,village/town/hamlet,Dagadu CHPS Compound,Health_Post,7.6114215,-2.3864246,14.95,0.53,114.04783250666138
