Village,Latitude,Longitude,Elevation_m,Population,Population_Source,Place_Type,Nearest_Facility_Name,Nearest_Facility_Type,Nearest_Facility_Latitude,Nearest_Facility_Longitude,Distance_Nearest_Facility_km,Nearest_Facility_Confidence,Dist_Zipline_km,Is_Rural,Hub_ID,Distance_Hub_km,Hub_Latitude,Hub_Longitude,Covered
Ekyiamemfurom,6.7510042,-0.5015972,102.0,6077.0,WorldPop_2020,village/town/hamlet,Asaaseboma CHPs Compound,Health_Post,6.7453453,-0.3607664,15.56,0.67,60.94492521200989,True,13,48.61,6.314441660273973,-0.4781223835616439,True
Elavanyo,5.7819839,0.5654928,5.0,1527.0,WorldPop_2020,village/town/hamlet,Ada East District Hospital,Hospital,5.8893838,0.5697255,11.95,0.53,89.96761273445193,True,4,43.35,6.159094553846154,0.6649345371794871,True
Elluokrom,6.5212042,-2.9428585,154.0,662.0,WorldPop_2020,village/town/hamlet,CHPS Compound,Clinic,6.4507913,-2.9733155,8.52,0.81,63.078935823561935,True,12,69.97,6.964500993939394,-2.4931057818181817,True
Elmina,5.085879,-1.350578,4.0,34403.0,GeoNames/OSM,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.0964895,-1.3366499,1.94,0.61,159.03107361297282,True,2,29.26,5.250318833333333,-1.5568655866666665,True
Eloyin,4.9969859,-2.6255371,7.0,2969.0,WorldPop_2020,village/town/hamlet,Ekebaku Health Centre,Clinic,4.9832476,-2.5690692,6.44,0.91,131.97292280840816,True,9,77.13,5.670289039344262,-2.458074481967213,True
Elubo,5.288944,-2.772551,24.0,23952.0,GeoNames/OSM,village/town/hamlet,Agnes Allah Pharmacy,Pharmacy,5.2882138,-2.7717155,0.12,0.92,103.78494897073274,True,9,54.86,5.670289039344262,-2.458074481967213,True
Eluibo,6.3407753,-2.9029997,157.0,1733.0,WorldPop_2020,village/town/hamlet,CHPS Compound,Clinic,6.4507913,-2.9733155,14.49,0.81,49.52797653027584,True,12,82.82,6.964500993939394,-2.4931057818181817,False
Emawoabamu,7.2230513,-1.2349058,133.0,366.0,WorldPop_2020,village/town/hamlet,Mampong Government Hospital,Hospital,7.0423793,-1.406451,27.6,0.53,24.9836758136254,True,8,68.13,6.714017028571429,-1.578396487755102,True
Emena,6.6621779,-1.5335503,258.0,36598.0,WorldPop_2020,suburb,Afban Pharmacy,Pharmacy,6.6634474,-1.5357105,0.28,0.81,46.37022582764431,False,8,7.6,6.714017028571429,-1.578396487755102,True
Emetemano,6.4819109,-0.7144386,188.0,659.0,WorldPop_2020,isolated_dwelling,Unnamed Pharmacy,Pharmacy,6.477494,-0.6567451,6.39,0.33,42.82790358378922,True,13,32.07,6.314441660273973,-0.4781223835616439,True
Emiawa,6.5617552,-0.4522634,435.0,351.0,WorldPop_2020,village/town/hamlet,Asaaseboma CHPs Compound,Health_Post,6.7453453,-0.3607664,22.78,0.67,39.712862819577325,True,13,27.65,6.314441660273973,-0.4781223835616439,True
Emli,6.7948723,0.3716049,178.0,1239.0,WorldPop_2020,village/town/hamlet,Emli Chps Compound,Health_Post,6.7943889,0.3719297,0.06,0.67,41.01939097874397,True,0,23.97,7.010195706040268,0.36073386979865807,True
Emon,6.5562047,-0.4334772,468.0,218.0,WorldPop_2020,village/town/hamlet,Dortorpong Sikasu CHPs Compound,CHPS,6.7377159,-0.3456442,22.39,0.67,39.118706069044826,True,13,27.33,6.314441660273973,-0.4781223835616439,True
Empiro,5.2748939,-1.186569,59.0,995.0,WorldPop_2020,village/town/hamlet,Hayford Dorothy,Pharmacy,5.2450265,-1.2480883,7.58,0.67,131.3474668871639,True,2,41.09,5.250318833333333,-1.5568655866666665,True
Enchi,5.8231755,-2.8237051,83.0,4436.0,WorldPop_2020,village/town/hamlet,Rose Arthur Pharmacy,Pharmacy,5.8229612,-2.8240147,0.04,0.81,54.63447084712979,True,9,43.88,5.670289039344262,-2.458074481967213,True
Englesi-Kenya,5.9820476,0.4967478,10.0,708.0,WorldPop_2020,village/town/hamlet,Kpotame Health Centre,Health_Post,5.9766659,0.5257036,3.26,0.67,67.11956417087137,True,4,27.08,6.159094553846154,0.6649345371794871,True
Entumbil,5.4806044,-0.9297156,69.0,6890.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.4282328,-0.958741,6.65,0.61,96.14484788493704,True,2,74.0,5.250318833333333,-1.5568655866666665,True
Entwikrom,5.4408888,-1.4159542,147.0,229.0,WorldPop_2020,village/town/hamlet,Ankaako CHPS Compound,Clinic,5.3891941,-1.4548716,7.18,0.81,136.49819603135137,True,2,26.31,5.250318833333333,-1.5568655866666665,True
Enyan Apaa,5.3136238,-0.9823215,38.0,2261.0,WorldPop_2020,village/town/hamlet,A & E Pharmacy,Pharmacy,5.2671901,-1.0172193,6.45,0.81,114.85954515803978,True,2,64.0,5.250318833333333,-1.5568655866666665,True
Enyan Denkyira,5.4028282,-0.9795404,75.0,18223.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.4282328,-0.958741,3.64,0.61,106.3637883887378,True,2,66.13,5.250318833333333,-1.5568655866666665,True
Enyan Maim,5.3151957,-1.0177401,21.0,6927.0,WorldPop_2020,village/town/hamlet,A & E Pharmacy,Pharmacy,5.2671901,-1.0172193,5.34,0.81,116.78974409426532,True,2,60.13,5.250318833333333,-1.5568655866666665,True
Enyinase,5.0906984,-1.466184,13.0,1178.0,WorldPop_2020,village/town/hamlet,Kissi Health Centre,Hospital,5.0871197,-1.5060483,4.43,0.68,165.19883186990094,True,2,20.39,5.250318833333333,-1.5568655866666665,True
Enyiresi,6.434181,-0.5859729,197.0,4668.0,WorldPop_2020,village/town/hamlet,New Jejeti Health Centre,Hospital,6.4759191,-0.6539157,8.83,0.53,29.90802330335853,True,13,17.87,6.314441660273973,-0.4781223835616439,True
Epamso,5.8248417,-0.8872232,169.0,177.0,WorldPop_2020,village/town/hamlet,Achiase Health Centre,Hospital,5.8447952,-1.0011211,12.79,0.63,64.26545992851088,True,13,70.78,6.314441660273973,-0.4781223835616439,True
Erebieteng,9.7746244,-2.3864165,295.0,253.0,WorldPop_2020,village/town/hamlet,Tifere Abdullai,Pharmacy,9.8671914,-2.4390963,11.8,0.82,184.7054597496852,True,5,35.64,10.066540356818182,-2.5208678386363634,True
Eremon,10.644735,-2.7538435,301.0,1159.0,WorldPop_2020,village/town/hamlet,St. Joseph's Hospital,Clinic,10.533558,-2.6997333,13.7,0.81,216.02668529380765,True,5,69.16,10.066540356818182,-2.5208678386363634,True
Esaaman,5.2400223,-1.2737274,54.0,176.0,WorldPop_2020,village/town/hamlet,Hayford Dorothy,Pharmacy,5.2450265,-1.2480883,2.89,0.67,140.48278769118673,True,2,31.37,5.250318833333333,-1.5568655866666665,True
Esaase,5.8731241,-1.8134456,170.0,649.0,WorldPop_2020,village/town/hamlet,Denyase CHPS Compound,Clinic,5.8540204,-1.801722,2.49,0.81,81.76736476508756,True,9,74.8,5.670289039344262,-2.458074481967213,True
Esaase,6.4858929,-1.3245196,230.0,538.0,WorldPop_2020,village/town/hamlet,Richard Fowler Catholic Clinic,Clinic,6.4679724,-1.4723001,16.45,0.53,63.24241341047912,True,8,37.81,6.714017028571429,-1.578396487755102,True
Esaase,6.4941834,-1.4464697,113.0,232.0,WorldPop_2020,village/town/hamlet,Richard Fowler Catholic Clinic,Clinic,6.4679724,-1.4723001,4.08,0.53,62.33074585728024,True,8,28.46,6.714017028571429,-1.578396487755102,True
Esaase,6.5579932,-1.8907958,327.0,2306.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,6.6599097,-1.8423071,12.53,0.61,77.73991236429758,True,8,38.62,6.714017028571429,-1.578396487755102,True
Esaase,6.5685793,-0.8554316,225.0,283.0,WorldPop_2020,village/town/hamlet,Apradang Clinic,Hospital,6.5486346,-0.8663086,2.52,0.53,60.72028659617468,True,13,50.36,6.314441660273973,-0.4781223835616439,True
Esaase,6.7366178,-1.7118502,249.0,2462.0,WorldPop_2020,village/town/hamlet,Mount Sinai Hospital,Hospital,6.7336564,-1.7295966,1.99,0.53,50.3662174411118,True,8,14.95,6.714017028571429,-1.578396487755102,True
Esaase,6.8375238,-1.6671163,250.0,6807.0,WorldPop_2020,village/town/hamlet,Hapicares,Pharmacy,6.837129,-1.650376,1.85,0.81,39.29743851415044,True,8,16.87,6.714017028571429,-1.578396487755102,True
Esaman,5.4351082,-0.9116437,48.0,1667.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.4282328,-0.958741,5.27,0.61,99.3103171141962,True,2,74.33,5.250318833333333,-1.5568655866666665,True
Esaso,5.7673726,-0.6991669,128.0,1503.0,WorldPop_2020,village/town/hamlet,Essaso CHPS compound,Clinic,5.7645167,-0.6977078,0.36,0.81,55.6956687138898,True,7,51.23,5.636796764853556,-0.2551691866108785,True
Esaso,6.6335594,-1.5569365,250.0,19882.0,WorldPop_2020,village/town/hamlet,Sawia Health Center,Hospital,6.6135698,-1.5422574,2.75,0.53,50.2607404584,True,8,9.26,6.714017028571429,-1.578396487755102,True
Eselenu,4.9019579,-2.1362722,22.0,523.0,WorldPop_2020,village/town/hamlet,Unnamed Laboratory,Laboratory,4.9041732,-2.0664777,7.74,0.33,146.71730695685108,True,2,74.96,5.250318833333333,-1.5568655866666665,True
Eselkwaa,5.6626228,-0.6499107,85.0,981.0,WorldPop_2020,village/town/hamlet,Agnes Doris Pharmacy,Pharmacy,5.6388504,-0.7247921,8.7,0.81,63.84251052856623,True,7,43.77,5.636796764853556,-0.2551691866108785,True
Eserentiatia,7.4329125,-2.036195,349.0,94.0,WorldPop_2020,village/town/hamlet,Tanoso Health Center,Hospital,7.4530987,-1.973263,7.29,0.53,83.15837691085967,True,1,33.9,7.707216,-1.9018804730769232,True
Esereso,7.2832794,-2.1451825,304.0,109.0,WorldPop_2020,village/town/hamlet,Asuboi chips compound,Clinic,7.2994445,-2.0487166,10.79,0.81,87.64214911797741,True,12,52.25,6.964500993939394,-2.4931057818181817,True
Eshiem,5.0058944,-1.7366503,40.0,4822.0,WorldPop_2020,village/town/hamlet,Kojokrom Pharmacy Limited,Pharmacy,4.9651163,-1.7268216,4.66,0.82,154.20897262803817,True,2,33.69,5.250318833333333,-1.5568655866666665,True
Eshiem,5.466609,-0.942425,90.0,10503.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.4282328,-0.958741,4.63,0.61,98.21501480311468,True,2,72.15,5.250318833333333,-1.5568655866666665,True
Eshiem,5.7160719,-0.7598725,144.0,2736.0,WorldPop_2020,village/town/hamlet,Essaso CHPS compound,Clinic,5.7645167,-0.6977078,8.74,0.81,64.04827257953713,True,7,56.54,5.636796764853556,-0.2551691866108785,True
Esiam,5.4119271,-0.9829765,78.0,18317.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.4282328,-0.958741,3.24,0.61,105.74171599128285,True,2,66.03,5.250318833333333,-1.5568655866666665,True
Esiama,4.9366174,-2.3477611,12.0,7085.0,WorldPop_2020,village/town/hamlet,Linfam Medical Centre,Clinic,4.9384975,-2.3514722,0.46,0.81,138.5511279845133,True,9,82.49,5.670289039344262,-2.458074481967213,False
Esibon,6.5368151,-1.6088675,217.0,407.0,WorldPop_2020,village/town/hamlet,Genak Pharmacy,Pharmacy,6.5890471,-1.6249104,6.07,0.81,62.34831971606428,True,8,19.99,6.714017028571429,-1.578396487755102,True
Esienimpon,6.6632011,-2.5244309,203.0,317.0,WorldPop_2020,village/town/hamlet,Akrodie Health Centre,Hospital,6.6950068,-2.5569091,5.04,0.53,53.39817913733229,True,12,33.68,6.964500993939394,-2.4931057818181817,True
Esikado,5.4534941,-0.8844784,53.0,3132.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.4282328,-0.958741,8.69,0.61,96.02245878748006,True,7,72.57,5.636796764853556,-0.2551691866108785,True
Esikofokrom,6.2531573,-1.6638172,211.0,2714.0,WorldPop_2020,village/town/hamlet,D. B. Twumasi Chemicals OTC Medicine,Pharmacy,6.2132762,-1.6884994,5.21,0.81,91.1644103533446,True,8,52.11,6.714017028571429,-1.578396487755102,True
Esikuma,5.4726597,-0.7714706,90.0,1467.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.4943964,-0.6895469,9.38,0.61,88.40398774767777,True,7,59.98,5.636796764853556,-0.2551691866108785,True
Esreso,6.357048,-1.6578814,215.0,1478.0,WorldPop_2020,village/town/hamlet,Bekwai Matenity,Hospital,6.4551686,-1.5786467,13.99,0.63,82.80146806774586,True,8,40.65,6.714017028571429,-1.578396487755102,True
Esreso,6.6312011,-1.562802,245.0,27775.0,WorldPop_2020,village/town/hamlet,Sawia Health Center,Hospital,6.6135698,-1.5422574,3.0,0.53,50.74922730414901,True,8,9.37,6.714017028571429,-1.578396487755102,True
Essam,6.0186993,-0.9777832,149.0,879.0,WorldPop_2020,village/town/hamlet,School Clinic,Clinic,5.9697837,-0.9931264,5.7,0.53,62.26050768046824,True,13,64.29,6.314441660273973,-0.4781223835616439,True
Essam,6.6663754,-3.1078201,196.0,2654.0,WorldPop_2020,village/town/hamlet,Nsowakrom CHPS Compound,Clinic,6.7743332,-3.1318173,12.29,0.53,87.31598312169416,True,12,75.53,6.964500993939394,-2.4931057818181817,True
Essam Debiso,6.6610179,-3.0942693,194.0,2765.0,WorldPop_2020,village/town/hamlet,Nsowakrom CHPS Compound,Clinic,6.7743332,-3.1318173,13.26,0.53,85.77015690918158,True,12,74.46,6.964500993939394,-2.4931057818181817,True
Essaman,5.1041633,-1.3941806,15.0,11646.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.0964895,-1.3366499,6.43,0.61,160.58153358970958,True,2,24.26,5.250318833333333,-1.5568655866666665,True
Essaman,5.3517797,-1.6778498,57.0,1145.0,WorldPop_2020,village/town/hamlet,Unnamed Health_Post,Health_Post,5.350812,-1.6797814,0.24,0.33,128.10707586552795,True,2,17.51,5.250318833333333,-1.5568655866666665,True
Essamang,5.0094223,-2.0854819,66.0,827.0,WorldPop_2020,village/town/hamlet,Evanex Pharmacy,Pharmacy,5.0019315,-2.0250769,6.74,0.81,136.99795397534172,True,2,64.38,5.250318833333333,-1.5568655866666665,True
Essandokrom,5.3214637,-1.2998736,98.0,205.0,WorldPop_2020,village/town/hamlet,Hayford Dorothy,Pharmacy,5.2450265,-1.2480883,10.25,0.67,135.78318456858,True,2,29.53,5.250318833333333,-1.5568655866666665,True
Essarkyir,5.317516,-0.8916156,31.0,2786.0,WorldPop_2020,village/town/hamlet,Sanford Internal Clinic,Clinic,5.3390201,-0.9139165,3.44,0.81,109.61763481539204,True,2,74.04,5.250318833333333,-1.5568655866666665,True
Essen,6.7777381,-1.6171467,284.0,2194.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,6.7787883,-1.6434644,2.91,0.61,39.902129565727584,True,8,8.28,6.714017028571429,-1.578396487755102,True
Essieninpong,6.6555474,-1.4498446,278.0,3421.0,WorldPop_2020,village/town/hamlet,Obaapa OTC,Pharmacy,6.6583093,-1.5120207,6.87,0.82,44.689733416590926,True,8,15.62,6.714017028571429,-1.578396487755102,True
Essienkyeim,6.3165018,-2.0173271,140.0,495.0,WorldPop_2020,village/town/hamlet,Eno Serwaah pharmacy,Pharmacy,6.2901832,-1.9712874,5.87,0.92,53.7956555869152,True,8,65.61,6.714017028571429,-1.578396487755102,True
Essikouakoukro,7.4429609,-2.947098,257.0,1090.0,WorldPop_2020,village/town/hamlet,Patience Angels Maternity Home,Health_Post,7.5029469,-2.91502,7.55,0.53,148.52901674922646,True,12,73.07,6.964500993939394,-2.4931057818181817,True
Essueshia,5.304515,-0.8906139,28.0,3291.0,WorldPop_2020,village/town/hamlet,Sanford Internal Clinic,Clinic,5.3390201,-0.9139165,4.62,0.81,110.85431979923496,True,2,74.02,5.250318833333333,-1.5568655866666665,True
Essumaja,6.4933853,-1.555235,217.0,1606.0,WorldPop_2020,village/town/hamlet,Ahwenie Memorial Hospital,Hospital,6.4549977,-1.5704577,4.59,0.53,64.82836444227301,True,8,24.67,6.714017028571429,-1.578396487755102,True
Essuowin,6.5426567,-1.8664851,320.0,1829.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,6.6599097,-1.8423071,13.31,0.61,77.65960172699762,True,8,37.09,6.714017028571429,-1.578396487755102,True
Estate,5.5927007,-0.2008492,46.0,86516.0,WorldPop_2020,neighbourhood,Mamobi General Hospital,Hospital,5.5913638,-0.1990858,0.25,0.53,72.7229779333699,False,7,7.76,5.636796764853556,-0.2551691866108785,True
Esuabra,5.7451806,-0.8441399,163.0,939.0,WorldPop_2020,village/town/hamlet,Odoben Health Center,Health_Center,5.6331868,-0.885386,13.26,0.67,67.09039466797306,True,7,66.27,5.636796764853556,-0.2551691866108785,True
Esuaso,5.1974973,-1.9322674,54.0,1002.0,WorldPop_2020,village/town/hamlet,GMC Hospital,Hospital,5.2802295,-1.9822029,10.73,0.53,124.88027047469292,True,2,41.98,5.250318833333333,-1.5568655866666665,True
Esueso,5.3506719,-1.2464681,112.0,244.0,WorldPop_2020,village/town/hamlet,Hayford Dorothy,Pharmacy,5.2450265,-1.2480883,11.75,0.67,129.35989571499684,True,2,36.13,5.250318833333333,-1.5568655866666665,True
Esuom-Manya,6.2634062,-0.1643604,284.0,361.0,WorldPop_2020,village/town/hamlet,Asesewa Government Hospital,Hospital,6.4017208,-0.146631,15.5,0.95,31.90431090842157,True,13,35.14,6.314441660273973,-0.4781223835616439,True
Esushiae,6.9366193,-2.3010671,194.0,2761.0,WorldPop_2020,village/town/hamlet,St. Elizabeth Hospital,Hospital,6.9320854,-2.3580273,6.31,0.53,85.88282260376609,True,12,21.42,6.964500993939394,-2.4931057818181817,True
Esuso No.1,5.6769837,-0.6422806,110.0,347.0,WorldPop_2020,village/town/hamlet,Agnes Doris Pharmacy,Pharmacy,5.6388504,-0.7247921,10.07,0.81,62.05866159598738,True,7,43.07,5.636796764853556,-0.2551691866108785,True
Esuso No.2,5.6899291,-0.6281401,77.0,1380.0,WorldPop_2020,village/town/hamlet,Essaso CHPS compound,Clinic,5.7645167,-0.6977078,11.32,0.81,60.17747210232989,True,7,41.69,5.636796764853556,-0.2551691866108785,True
Eteso,6.5328518,-2.9027768,179.0,601.0,WorldPop_2020,village/town/hamlet,CHPS Compound,Clinic,6.4507913,-2.9733155,12.0,0.81,60.39102752622881,True,12,65.96,6.964500993939394,-2.4931057818181817,True
Etia,6.7121151,-1.4004362,245.0,2162.0,WorldPop_2020,village/town/hamlet,Roseth community eye care,Hospital,6.7176919,-1.4656783,7.23,0.82,37.90039225355715,True,8,19.65,6.714017028571429,-1.578396487755102,True
Etia,6.9998858,-1.2731856,450.0,112.0,WorldPop_2020,isolated_dwelling,Cross Medical Centre,Hospital,7.0083949,-1.3759923,11.39,0.63,13.801264256629414,True,8,46.32,6.714017028571429,-1.578396487755102,True
Etokurom,6.2623851,-0.4518423,253.0,1600.0,WorldPop_2020,village/town/hamlet,Rabito Pharmacy,Pharmacy,6.2910843,-0.4746788,4.07,0.81,6.629887186272952,True,13,6.48,6.314441660273973,-0.4781223835616439,True
Etordome,6.7037947,0.3638631,222.0,1859.0,WorldPop_2020,village/town/hamlet,Hlefi Health Centre,Health_Center,6.7212527,0.3765891,2.4,0.67,32.59988407950387,True,0,34.07,7.010195706040268,0.36073386979865807,True
Etsefawomanye,5.4229346,-1.1188352,72.0,1596.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.4282328,-0.958741,17.73,0.61,113.95251499013824,True,2,52.16,5.250318833333333,-1.5568655866666665,True
Etsi Sonkwa,5.3593858,-1.0542449,33.0,3171.0,WorldPop_2020,village/town/hamlet,A & E Pharmacy,Pharmacy,5.2671901,-1.0172193,11.04,0.81,115.0322888895886,True,2,56.96,5.250318833333333,-1.5568655866666665,True
Evrebo,4.9213979,-2.1631587,15.0,431.0,WorldPop_2020,village/town/hamlet,Axim Governmenr Hospital,Hospital,4.8667635,-2.2378492,10.27,0.53,143.87821427881303,True,2,76.47,5.250318833333333,-1.5568655866666665,True
Ewuoku,4.8643722,-2.1981454,22.0,424.0,WorldPop_2020,village/town/hamlet,Axim Governmenr Hospital,Hospital,4.8667635,-2.2378492,4.41,0.53,149.12395540200973,True,2,82.99,5.250318833333333,-1.5568655866666665,False
Ewusiejoe,4.8962469,-1.9029683,16.0,3582.0,WorldPop_2020,village/town/hamlet,Gemar Hospital,Clinic,4.8904665,-1.9548466,5.78,0.81,156.1032189194675,True,2,54.95,5.250318833333333,-1.5568655866666665,True
Faahwia,5.6786083,-0.7039122,124.0,425.0,WorldPop_2020,village/town/hamlet,Agnes Doris Pharmacy,Pharmacy,5.6388504,-0.7247921,4.99,0.81,64.60115004863505,True,7,49.87,5.636796764853556,-0.2551691866108785,True
Faaman,6.4427037,-1.5935755,193.0,32082.0,GeoNames/OSM,village/town/hamlet,Bekwai Matenity,Hospital,6.4551686,-1.5786467,2.15,0.63,71.46188600108194,True,8,30.22,6.714017028571429,-1.578396487755102,True
Faaman,7.5700025,-2.0276627,405.0,1186.0,WorldPop_2020,village/town/hamlet,Nkwaeso Health Center,Clinic,7.5504484,-1.9899652,4.69,0.81,90.98391688036128,True,1,20.61,7.707216,-1.9018804730769232,True
Faaman,7.6499586,-1.9028075,456.0,2108.0,WorldPop_2020,village/town/hamlet,Enape Clinic,Clinic,7.6329432,-1.91397,2.26,0.82,87.17146263202848,True,1,6.37,7.707216,-1.9018804730769232,True
Faaman,7.6700523,-2.7694164,316.0,2811.0,WorldPop_2020,village/town/hamlet,Polyclinic,Hospital,7.5935608,-2.787848,8.74,0.53,167.273387336853,True,12,84.16,6.964500993939394,-2.4931057818181817,False
Fadama,5.6008111,-0.2517783,57.0,79195.0,WorldPop_2020,suburb,Sergen,Pharmacy,5.5999959,-0.2550004,0.37,0.82,69.9556475035444,False,7,4.02,5.636796764853556,-0.2551691866108785,True
Fahiakobo,6.0274964,-1.3580722,123.0,325.0,WorldPop_2020,village/town/hamlet,SDA Hospital,Hospital,6.19789,-1.63915,36.4,0.81,102.77811418047456,True,8,80.13,6.714017028571429,-1.578396487755102,False
Fahiakobo,6.4003677,-2.2976929,199.0,1068.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,6.4492768,-2.315356,5.78,0.61,31.787529457351557,True,12,66.34,6.964500993939394,-2.4931057818181817,True
Fahiakobo,6.5459776,-1.3356194,264.0,320.0,WorldPop_2020,village/town/hamlet,Oheneba Pharmacy,Pharmacy,6.6228188,-1.2169826,15.64,0.81,56.50707681700463,True,8,32.68,6.714017028571429,-1.578396487755102,True
Fahiakochwiri,7.7636513,-2.8474512,341.0,810.0,WorldPop_2020,village/town/hamlet,Bodaa chips compound,Clinic,7.7813696,-2.8200144,3.61,0.81,179.43912787638777,True,12,97.07,6.964500993939394,-2.4931057818181817,False
Fakwasi,7.7762728,-1.3430041,131.0,1791.0,WorldPop_2020,village/town/hamlet,Fakwasi,Clinic,7.7763431,-1.3342887,0.96,0.81,79.96060336608112,True,1,62.05,7.707216,-1.9018804730769232,True
Famisa,10.1970294,0.2668617,144.0,447.0,WorldPop_2020,village/town/hamlet,Chereponi Hospital,Hospital,10.1306476,0.2866376,7.69,0.53,118.42233285877988,True,3,59.66,9.697704974074075,0.06749332962962973,True
Fanfao,7.6577648,-1.1798493,118.0,265.0,WorldPop_2020,village/town/hamlet,Kumfia Healthcare,Clinic,7.779132,-1.2251245,14.39,0.81,70.4744302450739,True,1,79.76,7.707216,-1.9018804730769232,True
Fankyenebra,6.6637551,-1.635654,251.0,88179.0,WorldPop_2020,suburb,Ernest Chemist,Pharmacy,6.6709824,-1.6377614,0.84,0.81,51.30095541490519,False,8,8.44,6.714017028571429,-1.578396487755102,True
Fankyeneko,6.3514948,-0.4461325,210.0,4520.0,WorldPop_2020,village/town/hamlet,Osino Health Centre,Doctor,6.3422742,-0.4811583,4.0,0.81,16.454854287809585,True,13,5.43,6.314441660273973,-0.4781223835616439,True
Fankyeneko,7.9526748,0.5549352,249.0,553.0,WorldPop_2020,village/town/hamlet,Abubruwa CHPS Compound,Clinic,7.9330107,0.5377045,2.9,0.81,64.86790506408435,True,10,56.08,8.31955012745098,0.20536231960784324,True
