Village,Latitude,Longitude,Population,Place_Type,Hub_ID,Dist_hub_km,Covered,Operateur
Nyingari,10.5175814,-0.4619542,586.0,village/town/hamlet,27,41.89,True,Zipline
Nyinuto,5.9369604,0.693537,267.0,village/town/hamlet,-1,-1.0,False,Aucun
Nyire,8.1123283,-2.2954322,570.0,village/town/hamlet,-1,-1.0,False,Aucun
Nyogbare,10.7831382,-0.6326352,1753.0,village/town/hamlet,27,51.97,True,Zipline
Nyoglo,9.583639,-0.8465922,1728.0,village/town/hamlet,0,22.48,True,MASA
Nyohini,9.4044074,-0.8662099,10162.0,suburb,0,6.11,True,MASA
Nyokonakpe,7.6631941,-0.3359542,731.0,village/town/hamlet,30,38.67,True,Zipline
Nyokunye,6.197451,-0.0852191,767.0,village/town/hamlet,25,39.91,True,Zipline
Nyoli,9.7300333,-2.4909447,1014.0,village/town/hamlet,-1,-1.0,False,Aucun
Nyoli,9.7568312,-2.4962,1767.0,village/town/hamlet,-1,-1.0,False,Aucun
Nyolugu,9.6369619,-0.6305211,761.0,village/town/hamlet,-1,-1.0,False,Aucun
Nyomoase,7.9041694,-0.9324318,2178.0,village/town/hamlet,-1,-1.0,False,Aucun
Nyong-Guma,9.8868908,-0.6402966,1784.0,village/town/hamlet,27,54.19,True,Zipline
Nyong-Naayili,9.8836865,-0.6215644,2196.0,village/town/hamlet,27,55.23,True,Zipline
Nyoring,9.4656084,-0.9902018,81.0,village/town/hamlet,0,21.3,True,MASA
Nyorkoko,10.7955582,-0.7746852,1869.0,suburb,27,49.98,True,Zipline
Nyose,10.0010493,-2.7346594,366.0,village/town/hamlet,7,22.16,True,MASA
Nzema,6.6707642,-1.6691655,28797.0,suburb,26,52.93,True,Zipline
Nzulezo,5.0209997,-2.5980103,98.0,village/town/hamlet,11,20.32,True,MASA
Obaapaninkurom,6.8314292,-1.3060252,1113.0,village/town/hamlet,26,26.31,True,Zipline
Obame,5.8050735,0.5936015,682.0,village/town/hamlet,-1,-1.0,False,Aucun
Obanda,7.9419333,0.5110723,1213.0,village/town/hamlet,30,59.85,True,Zipline
Obawale,6.2064425,-0.1882696,1386.0,village/town/hamlet,25,28.52,True,Zipline
Obeman,5.6557095,-0.4796004,1707.0,village/town/hamlet,25,60.93,True,Zipline
Obeng,5.6624838,-2.329284,798.0,village/town/hamlet,28,60.26,True,Zipline
Obengkrom,5.3253949,-1.2530368,264.0,village/town/hamlet,1,25.59,True,MASA
Obengkrom,5.831641,-1.7840391,274.0,village/town/hamlet,-1,-1.0,False,Aucun
Obengkrom,6.6145735,-2.4490231,616.0,village/town/hamlet,28,48.26,True,Zipline
Obengkurom,6.9354867,-2.4108931,531.0,village/town/hamlet,8,24.9,True,MASA
Obenimase,6.6758211,-1.166701,1773.0,village/town/hamlet,26,48.54,True,Zipline
Obenkurom,5.8560183,-0.2259761,668.0,village/town/hamlet,25,45.6,True,Zipline
Obenyade,5.6693415,-0.0217751,20462.0,suburb,25,75.64,True,Zipline
Obenyaw,5.8215706,-0.4999263,587.0,village/town/hamlet,25,42.79,True,Zipline
Obenyemi,6.1531554,-0.074037,681.0,village/town/hamlet,25,41.51,True,Zipline
Obeyeyie,5.6819574,-0.3358836,202932.0,village/town/hamlet,25,59.18,True,Zipline
Obimma,6.6192308,-0.846076,288.0,village/town/hamlet,25,64.01,True,Zipline
Obinnimda,5.7439134,-0.6356892,1134.0,village/town/hamlet,25,55.15,True,Zipline
Obirfum,5.6672006,-1.5029135,250.0,neighbourhood,10,19.89,True,MASA
Obiri,5.2935515,-0.8203385,917.0,village/town/hamlet,4,21.72,True,MASA
Obisua,6.2893264,-0.1321417,563.0,village/town/hamlet,25,36.03,True,Zipline
Oblegima,5.877485,-0.3729357,802.0,village/town/hamlet,25,37.06,True,Zipline
Oblogo,5.5673816,-0.3220404,86718.0,village/town/hamlet,25,71.97,True,Zipline
Obo,6.5386101,-1.4156045,396.0,village/town/hamlet,26,57.46,True,Zipline
Oboadaka,5.8686013,-0.2157118,704.0,village/town/hamlet,25,45.05,True,Zipline
Oboakyi,6.7005288,-0.847979,178.0,village/town/hamlet,25,70.96,True,Zipline
Oboamen,5.3787438,-1.029987,1207.0,village/town/hamlet,1,19.58,True,MASA
Oboankyiwnwi,5.695716,-0.6037465,360.0,village/town/hamlet,25,59.01,True,Zipline
Oboase,5.9704299,-0.3819596,179604.0,village/town/hamlet,25,26.79,True,Zipline
Oboase,5.9837336,-0.3950679,322.0,isolated_dwelling,25,25.0,True,Zipline
Oboase Asempannaye,8.0081888,-2.1468213,397.0,village/town/hamlet,-1,-1.0,False,Aucun
Oboasiwa,6.2228667,-1.3373146,238.0,village/town/hamlet,-1,-1.0,False,Aucun
Obobetwao,6.3923596,-0.9310162,354.0,village/town/hamlet,25,57.58,True,Zipline
Obodan,5.8150728,-0.2618638,2013.0,village/town/hamlet,25,47.68,True,Zipline
Obogu,6.5233679,-1.1216105,7691.0,village/town/hamlet,26,65.86,True,Zipline
Obohema,6.319788,-1.0704964,697.0,village/town/hamlet,25,70.22,True,Zipline
Obohen,5.2993023,-1.1367658,2997.0,village/town/hamlet,1,13.8,True,MASA
Obojonkuaso,5.8123433,-0.9314749,478.0,village/town/hamlet,25,69.02,True,Zipline
Obokor,5.2874534,-1.1595994,964.0,village/town/hamlet,1,14.69,True,MASA
Obokor,5.2918509,-1.0722184,1602.0,village/town/hamlet,1,9.86,True,MASA
Obom Abonse,5.9910308,-0.1815935,482.0,village/town/hamlet,25,37.55,True,Zipline
Obomen,6.9784199,-0.2946112,338.0,village/town/hamlet,29,74.27,True,Zipline
Obomeng,6.5932647,-0.758098,2607.0,village/town/hamlet,25,55.44,True,Zipline
Oboming,6.8922904,-1.3890611,582.0,village/town/hamlet,26,18.04,True,Zipline
Obonkorkwaa,5.6331521,-0.6452751,329.0,village/town/hamlet,4,27.31,True,MASA
Obonsu,5.9591458,-1.4868209,584.0,village/town/hamlet,-1,-1.0,False,Aucun
Obooho,6.4267171,-0.3389239,860.0,village/town/hamlet,25,27.59,True,Zipline
Oboom,5.3629161,-1.0238542,867.0,village/town/hamlet,1,17.97,True,MASA
Oborhu,5.9985919,-0.5942059,341.0,village/town/hamlet,25,27.98,True,Zipline
Oborpa,6.1837688,-0.069606,371.0,village/town/hamlet,25,41.68,True,Zipline
Oborpah,6.172311,-0.0841424,1213.0,village/town/hamlet,25,40.17,True,Zipline
Obosomase,5.8757594,-0.1562597,4391.0,village/town/hamlet,25,48.47,True,Zipline
Obotweri,5.8585371,-0.2818626,456.0,village/town/hamlet,25,42.36,True,Zipline
Oboyam,5.7108869,-0.6532366,480.0,village/town/hamlet,25,59.29,True,Zipline
Oboyan 1,6.7326142,-0.8532885,67.0,village/town/hamlet,26,68.8,True,Zipline
Oboyan 2,6.7307257,-0.8704284,345.0,village/town/hamlet,26,67.3,True,Zipline
Obra Twa Owu,5.3211032,-1.2444216,38.0,village/town/hamlet,1,24.53,True,MASA
Obra Woarabo,5.5899552,-1.5103425,10.0,village/town/hamlet,10,11.3,True,MASA
Obrachire,5.6530617,-0.5811757,2082.0,village/town/hamlet,25,62.91,True,Zipline
Obrayeko,5.6485481,-0.5728608,989.0,village/town/hamlet,25,63.19,True,Zipline
Obretema,6.0855749,-0.4771158,921.0,village/town/hamlet,25,13.46,True,Zipline
Obretwa Asase,5.5094804,-1.085887,336.0,village/town/hamlet,-1,-1.0,False,Aucun
Obuasekrom,6.4134514,-2.217927,416.0,village/town/hamlet,28,39.12,True,Zipline
Obuasi,6.211542,-1.6894045,175000.0,city,-1,-1.0,False,Aucun
Obuasi,6.9250902,-1.6801062,179604.0,village/town/hamlet,26,35.56,True,Zipline
Obuasi Central,6.2024775,-1.6664671,14896.0,suburb,-1,-1.0,False,Aucun
Obukrom,5.6594393,-0.6402762,512.0,village/town/hamlet,25,64.11,True,Zipline
Obuoho,6.0177271,-0.6252908,493.0,village/town/hamlet,25,28.55,True,Zipline
Obuom,5.800434,-0.1940578,2285.0,village/town/hamlet,25,52.71,True,Zipline
Ochereso,6.459088,-1.4809841,3272.0,village/town/hamlet,26,67.04,True,Zipline
Ochiso,5.4986938,-0.920682,5383.0,village/town/hamlet,-1,-1.0,False,Aucun
Oda,5.85053,-2.4856881,60604.0,village/town/hamlet,28,36.86,True,Zipline
Oda,5.9033912,-0.9961127,60604.0,village/town/hamlet,25,69.32,True,Zipline
Oda Anwiam,5.8411784,-2.4957495,342.0,village/town/hamlet,28,37.92,True,Zipline
Oda Nkwanta,5.9810962,-1.0130815,5531.0,village/town/hamlet,25,67.35,True,Zipline
Oda-Akrofonso,6.3936717,-1.0158009,994.0,village/town/hamlet,25,66.44,True,Zipline
Odabo,5.8096042,-0.4665126,1610.0,village/town/hamlet,25,43.77,True,Zipline
Odaho,6.3526144,-1.8251325,2394.0,village/town/hamlet,28,75.31,True,Zipline
Odede,6.5684034,-0.3351259,289.0,village/town/hamlet,25,42.48,True,Zipline
Odedetsekope,5.9514227,0.4159248,144.0,isolated_dwelling,29,65.96,True,Zipline
Odeikurom,5.8485139,-0.3102283,1144.0,village/town/hamlet,25,42.16,True,Zipline
Odina,5.4251851,-0.8118014,3072.0,village/town/hamlet,4,18.57,True,MASA
Odiyifo,5.5122809,-2.7306996,152.0,village/town/hamlet,28,79.29,True,Zipline
Odoben,5.63648,-0.879236,12168.0,village/town/hamlet,25,79.11,True,Zipline
Odokrom,6.1832646,-0.1413659,790.0,village/town/hamlet,25,33.77,True,Zipline
Odome Challah-AKYODE,8.3201141,0.5378956,500.0,village/town/hamlet,-1,-1.0,False,Aucun
Odometa,6.3911654,-0.1669273,631.0,village/town/hamlet,25,37.31,True,Zipline
Odomu,5.6297743,-0.8574897,481.0,village/town/hamlet,25,78.28,True,Zipline
Odontakwaa,5.6820441,-0.6238134,1955.0,isolated_dwelling,25,61.14,True,Zipline
Odontuase,6.4130383,-0.8950746,773.0,village/town/hamlet,25,54.85,True,Zipline
Odorkor,5.5813129,-0.2652799,84642.0,suburb,25,71.93,True,Zipline
Odornor,6.145023,0.0109099,12664.0,village/town/hamlet,29,41.71,True,Zipline
Odotom,5.6076752,-0.533724,752.0,village/town/hamlet,4,27.57,True,MASA
Odotom,6.5742309,-0.2399088,665.0,village/town/hamlet,29,45.47,True,Zipline
Odoyefe,6.7472138,-1.3744819,307.0,village/town/hamlet,26,34.19,True,Zipline
Odoyefe,6.8313426,-1.9191259,264.0,village/town/hamlet,26,63.91,True,Zipline
Odubi,6.4949736,-1.0969041,428.0,village/town/hamlet,26,69.9,True,Zipline
Odudom,5.8842846,-0.2957162,421.0,village/town/hamlet,25,39.12,True,Zipline
Odugblase,6.1878301,-0.0892264,773.0,village/town/hamlet,25,39.5,True,Zipline
Odugya,5.660941,-0.6096312,1761.0,village/town/hamlet,25,62.89,True,Zipline
Odumakrom,6.4567468,-2.4591297,594.0,village/town/hamlet,28,30.68,True,Zipline
Oduman,5.6406446,-0.3304026,6704.0,village/town/hamlet,25,63.8,True,Zipline
Odumanim,5.5049897,-1.1111319,440.0,village/town/hamlet,-1,-1.0,False,Aucun
Odumase,5.2744826,-1.268878,127.0,village/town/hamlet,1,24.79,True,MASA
Odumase,5.5439627,-1.1275899,178.0,village/town/hamlet,-1,-1.0,False,Aucun
Odumase,5.7558682,-0.576115,749.0,village/town/hamlet,25,51.72,True,Zipline
Odumase,5.8305796,-0.5986823,379.0,village/town/hamlet,25,44.68,True,Zipline
Odumase,5.8981389,-0.0790921,1024.0,village/town/hamlet,25,52.86,True,Zipline
Odumase,5.9234639,-1.4294618,740.0,village/town/hamlet,-1,-1.0,False,Aucun
Odumase,5.9652201,-1.2624782,714.0,village/town/hamlet,-1,-1.0,False,Aucun
Odumase,5.9721614,-0.8687917,339.0,village/town/hamlet,25,53.3,True,Zipline
Odumase,6.1025565,-0.5334813,2655.0,village/town/hamlet,25,14.73,True,Zipline
Odumase,6.1361198,0.0053376,10419.0,village/town/hamlet,29,42.86,True,Zipline
Odumase,6.1572298,-1.6555495,2506.0,village/town/hamlet,-1,-1.0,False,Aucun
Odumase,6.3233598,-1.6398065,1315.0,village/town/hamlet,-1,-1.0,False,Aucun
Odumase,6.3693223,-1.1913088,765.0,village/town/hamlet,26,79.15,True,Zipline
Odumase,6.4422559,-1.5509337,715.0,village/town/hamlet,26,70.49,True,Zipline
Odumase,6.5947636,-0.5308118,129.0,village/town/hamlet,25,44.59,True,Zipline
Odumase,6.62187,-1.2296948,43585.0,village/town/hamlet,26,51.09,True,Zipline
Odumase,6.9831138,-0.1921279,876.0,village/town/hamlet,29,67.52,True,Zipline
Odumase,7.2098571,-1.1788129,279.0,village/town/hamlet,26,28.61,True,Zipline
Odumase,7.3682977,-2.3125567,6715.0,village/town/hamlet,5,20.0,True,MASA
Odumase No.1,6.7904189,-2.616162,356.0,village/town/hamlet,28,69.2,True,Zipline
Odumasi,6.0735526,-1.1546317,3378.0,village/town/hamlet,25,79.63,True,Zipline
Odumasi,7.5446834,-1.7363575,4329.0,village/town/hamlet,26,66.85,True,Zipline
Odumasi,7.650295,-1.6741477,767.0,village/town/hamlet,12,24.39,True,MASA
Odumasi,8.256268,0.4334526,1622.0,village/town/hamlet,13,29.72,True,MASA
Odumasi,8.318245,0.2505763,1537.0,village/town/hamlet,13,20.95,True,MASA
Odumasua,6.562019,-0.8658238,597.0,village/town/hamlet,25,61.21,True,Zipline
Odumesua,6.9033244,-0.272294,1301.0,village/town/hamlet,29,66.58,True,Zipline
Odumkurom,5.8694659,-0.305407,522.0,village/town/hamlet,25,40.19,True,Zipline
Odumkurom,6.7012041,-0.8685999,257.0,village/town/hamlet,26,69.28,True,Zipline
Odumkweku,5.6052817,-1.1426854,101.0,village/town/hamlet,-1,-1.0,False,Aucun
Odumkyere Darmang,5.8670286,-0.5439158,866.0,village/town/hamlet,25,38.86,True,Zipline
Odumtankwa,6.3414442,-2.6623343,228.0,village/town/hamlet,28,26.47,True,Zipline
Oduom,6.6923537,-1.5434307,35856.0,suburb,26,43.88,True,Zipline
Odupongkpehe,5.5389785,-0.4272383,13892.0,suburb,4,29.71,True,MASA
Oduro Kurantin,6.0434471,-0.2035636,147.0,isolated_dwelling,25,32.14,True,Zipline
Odurokrom,6.8255502,-1.3180563,1098.0,village/town/hamlet,26,26.52,True,Zipline
Odurokurom,6.6037348,-2.6415682,483.0,village/town/hamlet,28,50.0,True,Zipline
Odurokurom,6.6082537,-2.6418257,403.0,isolated_dwelling,28,50.48,True,Zipline
Odurokurom,6.6143071,-2.645731,173.0,village/town/hamlet,28,51.27,True,Zipline
Odurokurom,6.6255218,-2.6243503,402.0,village/town/hamlet,28,51.68,True,Zipline
Oehisua,5.6278189,-1.0025239,608.0,village/town/hamlet,-1,-1.0,False,Aucun
Ofaakor,5.5888007,-0.4493532,11944.0,suburb,25,68.26,True,Zipline
Ofadaa,5.7302218,-0.5425244,880.0,village/town/hamlet,25,53.61,True,Zipline
Ofadjator,5.6769166,-0.5105551,3035.0,village/town/hamlet,25,58.9,True,Zipline
Ofankor,5.6636482,-0.2652312,13525.0,suburb,25,63.19,True,Zipline
Ofaso,5.7149296,-0.558047,398.0,village/town/hamlet,25,55.63,True,Zipline
Ofasu,5.5139754,-0.7650726,1081.0,village/town/hamlet,4,19.09,True,MASA
Offabill,5.3784848,-1.0371539,1059.0,village/town/hamlet,1,19.45,True,MASA
Official Town,5.5884277,-0.2604663,83368.0,suburb,25,71.33,True,Zipline
Offinso,6.9313793,-1.6671002,6382.0,village/town/hamlet,26,33.96,True,Zipline
Offuman,7.787831,-1.9702177,4010.0,village/town/hamlet,12,19.91,True,MASA
Ofinso,6.9219816,-0.2105212,259.0,village/town/hamlet,29,63.41,True,Zipline
Ofoase,6.162635,-1.139117,14601.0,village/town/hamlet,25,76.73,True,Zipline
Ofoase,6.3913329,-1.2840249,5024.0,village/town/hamlet,26,74.59,True,Zipline
Ofoase,6.7749468,-1.3770837,369.0,village/town/hamlet,26,31.1,True,Zipline
Ofoase Kuma,6.1782963,-1.1447807,9496.0,village/town/hamlet,25,77.27,True,Zipline
Ofoase-Kokoben,6.4828019,-1.6421399,5508.0,village/town/hamlet,26,69.6,True,Zipline
Oforikrom,6.5229307,-2.1167481,599.0,village/town/hamlet,28,55.58,True,Zipline
Oforikrom,6.6885038,-1.5925804,93838.0,suburb,26,46.68,True,Zipline
Oforikrom,8.0211463,-1.649192,254.0,village/town/hamlet,12,26.34,True,MASA
Oforikurom,6.8570026,-2.0943372,593.0,village/town/hamlet,-1,-1.0,False,Aucun
Oforikurom,7.6047758,-2.5111619,111.0,village/town/hamlet,-1,-1.0,False,Aucun
Oforomase,5.5693197,-0.7950872,271.0,village/town/hamlet,4,25.93,True,MASA
Ofosu,5.370571,-1.0136846,328.0,village/town/hamlet,1,19.05,True,MASA
Ofosukurom,5.8825744,-1.0827971,221.0,village/town/hamlet,25,78.88,True,Zipline
Oframase,6.5283568,-0.7264669,2592.0,village/town/hamlet,25,47.65,True,Zipline
Oframase,6.5991821,-0.5586111,1000.0,village/town/hamlet,25,45.8,True,Zipline
Oframasi,5.32344,-1.2472285,129.0,village/town/hamlet,1,24.93,True,MASA
Oframasi,6.4240411,0.0554547,583.0,village/town/hamlet,29,13.83,True,Zipline
Ofuasi,5.7046543,-0.783264,476.0,village/town/hamlet,25,66.76,True,Zipline
Ofusu,8.0905644,0.2931233,1383.0,village/town/hamlet,30,46.8,True,Zipline
Ogbojo,5.6787251,-0.1488894,7156.0,suburb,25,66.9,True,Zipline
Oglobo,6.3428795,0.0599661,45.0,isolated_dwelling,29,19.76,True,Zipline
Ogome,6.0997043,-0.0194502,9813.0,village/town/hamlet,29,47.68,True,Zipline
Ogome-Atowa,6.3418719,-0.123902,452.0,village/town/hamlet,29,35.6,True,Zipline
Ogookrom,5.4092403,-1.0714754,607.0,village/town/hamlet,1,22.82,True,MASA
Oguaa,6.7967841,-1.3108546,1709.0,village/town/hamlet,26,29.82,True,Zipline
Ogwang,5.374783,-0.7608135,1134.0,village/town/hamlet,4,12.53,True,MASA
Ogyade,5.8230526,-0.7270942,1299.0,village/town/hamlet,25,52.41,True,Zipline
Ohaba,5.2309782,-1.2179294,1552.0,village/town/hamlet,1,18.14,True,MASA
Oheampeanika,6.6530187,-2.5818193,423.0,village/town/hamlet,28,53.47,True,Zipline
Ohene Akura,6.4884245,-0.7190656,658.0,village/town/hamlet,25,43.8,True,Zipline
Ohene Nkwanta,6.6152982,-1.2694386,746.0,village/town/hamlet,26,50.49,True,Zipline
Ohene-akura,6.1463311,-1.1863357,206.0,village/town/hamlet,-1,-1.0,False,Aucun
Oheneaku,6.587,-2.639,285.0,village/town/hamlet,28,48.16,True,Zipline
Ohenekurom,5.9487763,-0.4435408,317.0,village/town/hamlet,25,28.24,True,Zipline
Ohertsonya,6.172033,-0.1398638,589.0,village/town/hamlet,25,34.04,True,Zipline
Ohiada,6.252856,-0.1512042,234.0,village/town/hamlet,25,33.08,True,Zipline
Ohiamadwen,5.0651144,-1.6585064,5233.0,village/town/hamlet,3,15.75,True,MASA
Ohiamadwen,5.0704044,-1.656028,8537.0,village/town/hamlet,3,16.4,True,MASA
Ohiamatuo,5.6136807,-2.4556115,371.0,village/town/hamlet,28,63.27,True,Zipline
Ohiamiasi,6.2969902,-1.2485896,382.0,village/town/hamlet,-1,-1.0,False,Aucun
Ohiampeanika,7.2612068,-2.5239801,492.0,village/town/hamlet,8,17.39,True,MASA
Ohianimguase,7.1016908,-1.9829555,316.0,village/town/hamlet,26,66.14,True,Zipline
Ohiapae,6.904168,-1.9546142,190.0,village/town/hamlet,26,65.0,True,Zipline
Ohiatua,6.8444533,-2.4695206,370.0,village/town/hamlet,28,73.68,True,Zipline
Ohiawoanwu,5.6359174,-0.6859937,558.0,village/town/hamlet,4,27.93,True,MASA
Ohwim,6.7486149,-1.6750718,28983.0,suburb,26,46.68,True,Zipline
Ohwimase,6.6895081,-1.6611323,75632.0,suburb,26,50.73,True,Zipline
Oil Village,4.9029902,-1.9060799,2644.0,village/town/hamlet,3,21.57,True,MASA
Ojobi,5.483056,-0.535089,4605.0,village/town/hamlet,4,16.43,True,MASA
Ojoeja,9.148346,0.1920783,669.0,village/town/hamlet,15,24.21,True,MASA
Okadjakrom,7.408066,0.449616,1823.0,village/town/hamlet,30,66.9,True,Zipline
Okaekurom,5.8099991,-0.4975672,1516.0,village/town/hamlet,25,44.03,True,Zipline
Okaekurom,6.275324,-0.9912479,1370.0,village/town/hamlet,25,60.79,True,Zipline
Okaikrom,5.6885675,-0.6405035,402.0,village/town/hamlet,25,61.07,True,Zipline
Okaikurom,6.8266768,-1.3123217,1258.0,village/town/hamlet,26,26.59,True,Zipline
Okansekope,5.7803961,0.6025422,2344.0,village/town/hamlet,-1,-1.0,False,Aucun
Okansseri,6.2424228,-0.2266628,2206.0,village/town/hamlet,25,24.67,True,Zipline
Okanta,5.8601007,-0.3628841,1466.0,village/town/hamlet,25,39.19,True,Zipline
Okanta,6.0223055,-0.4892347,1197.0,village/town/hamlet,25,20.62,True,Zipline
Okata Akode,8.2993083,0.4862981,335.0,village/town/hamlet,13,28.94,True,MASA
Oketsew,5.6439731,-0.6085745,3463.0,village/town/hamlet,4,28.85,True,MASA
Oklu Nkwanta,5.6056554,-0.4520649,7167.0,village/town/hamlet,25,66.39,True,Zipline
Oko,5.6404698,-0.2148315,15155.0,suburb,25,67.55,True,Zipline
Okobeyeye,5.8059204,-0.3058711,1874.0,village/town/hamlet,25,46.77,True,Zipline
Okoman,5.6466236,-0.4707384,2917.0,village/town/hamlet,25,61.89,True,Zipline
Okonam,6.015802,-0.5004335,1119.0,village/town/hamlet,25,21.63,True,Zipline
Okonase,5.8570322,-0.1911798,472.0,village/town/hamlet,25,47.67,True,Zipline
Okorase,5.7951248,-0.5199539,3921.0,village/town/hamlet,25,46.05,True,Zipline
Okorase,6.0224497,-0.444324,8012.0,village/town/hamlet,25,20.04,True,Zipline
Okorekrom,6.4340521,-1.0816674,560.0,village/town/hamlet,25,74.79,True,Zipline
Okorhuesisi,5.8147662,0.4098201,580.0,locality,29,79.75,True,Zipline
Okornya,6.1044182,-0.0050104,7682.0,village/town/hamlet,29,46.55,True,Zipline
Okotokwa,5.5582426,-0.606316,337.0,village/town/hamlet,4,19.54,True,MASA
Okotorkurom,5.929576,-0.4614311,209.0,village/town/hamlet,25,30.42,True,Zipline
Okoyotse,6.7427709,-2.3965511,386.0,village/town/hamlet,28,63.11,True,Zipline
Okpen,5.9328281,-0.6728858,1318.0,village/town/hamlet,25,39.1,True,Zipline
Okpoi Gonno,5.6273704,-0.1086067,21055.0,suburb,25,74.07,True,Zipline
Okponglo,5.6416776,-0.1756284,45327.0,suburb,25,69.19,True,Zipline
Okragyei,6.7014425,-0.4799116,348.0,village/town/hamlet,25,55.58,True,Zipline
Okrakwadwo,6.1113906,-0.1074255,2181.0,village/town/hamlet,25,38.8,True,Zipline
Okroase,5.7416444,-0.5951285,377.0,village/town/hamlet,25,53.85,True,Zipline
Okroase,6.8501272,-1.9067791,518.0,village/town/hamlet,26,61.86,True,Zipline
Oktrope,6.256447,-0.1151334,650.0,village/town/hamlet,25,37.08,True,Zipline
Oku,7.4061967,-0.9902367,109.0,village/town/hamlet,26,58.57,True,Zipline
Oku Junction,7.3440725,-1.0006707,892.0,village/town/hamlet,26,53.28,True,Zipline
Okurukurom,5.5742466,-1.088478,134.0,village/town/hamlet,-1,-1.0,False,Aucun
Okushibiade,5.6980167,-0.3630826,4729.0,village/town/hamlet,25,56.87,True,Zipline
Okwampa,5.7167711,-0.5784707,433.0,village/town/hamlet,25,55.98,True,Zipline
Okwenya,6.0949716,0.0356466,2571.0,village/town/hamlet,29,45.95,True,Zipline
Okwesikrom,5.3186595,-1.2637362,299.0,village/town/hamlet,1,26.24,True,MASA
Okyeamekrom,6.2795185,-2.5296176,426.0,village/town/hamlet,28,11.94,True,Zipline
Okyeamekrom,7.7799262,-0.477997,2581.0,village/town/hamlet,30,51.32,True,Zipline
Okyere Krom,6.8618229,-2.2452798,266.0,village/town/hamlet,-1,-1.0,False,Aucun
Okyere Kwa,5.5724275,-0.8898487,390.0,village/town/hamlet,-1,-1.0,False,Aucun
Okyerekrom,6.4267634,-2.185281,342.0,village/town/hamlet,28,42.83,True,Zipline
Okyerekrom,6.5600298,-2.2750673,453.0,village/town/hamlet,28,47.99,True,Zipline
Okyerekurom,6.1145847,-1.6640961,3333.0,village/town/hamlet,-1,-1.0,False,Aucun
Okyerekurom,6.1834995,-0.3412253,2260.0,village/town/hamlet,25,11.8,True,Zipline
Okyiameasua,6.7345508,-2.6379633,330.0,village/town/hamlet,28,63.74,True,Zipline
Okyibleku,5.8254424,-0.0629568,162.0,village/town/hamlet,25,59.63,True,Zipline
Okyinso,6.2172486,-0.7932258,1713.0,village/town/hamlet,25,38.4,True,Zipline
Okyirebentua,6.2588257,-0.1192161,718.0,village/town/hamlet,25,36.68,True,Zipline
Okyiriku,5.3255632,-1.2529644,264.0,village/town/hamlet,1,25.6,True,MASA
Ola,5.1067845,-1.2722347,16853.0,suburb,1,26.27,True,MASA
Olbini,10.6858695,-2.8941275,371.0,village/town/hamlet,-1,-1.0,False,Aucun
Old & New Estates,6.2100636,-1.6719174,17193.0,suburb,-1,-1.0,False,Aucun
Old Aboi,5.6373748,-2.0060188,218.0,village/town/hamlet,-1,-1.0,False,Aucun
Old Adzokoe,6.6297042,0.3113025,1490.0,village/town/hamlet,29,22.73,True,Zipline
Old Asuakoo,6.7219783,-2.2584756,163.0,village/town/hamlet,28,65.03,True,Zipline
Old Ayoma,7.2871187,0.6306306,556.0,village/town/hamlet,2,23.87,True,MASA
Old Barrier/Kokrobite Junction,5.551076,-0.3294671,22859.0,locality,25,73.6,True,Zipline
Old Bososo,6.3114782,-0.441623,116.0,village/town/hamlet,25,12.11,True,Zipline
Old Buipe,8.8091455,-1.5601042,302.0,village/town/hamlet,24,17.42,True,MASA
Old Dansoman,5.5307317,-0.2459443,70712.0,neighbourhood,25,77.93,True,Zipline
Old Ebu,5.2137952,-1.2337571,684.0,village/town/hamlet,1,19.68,True,MASA
Old Elluokrom,6.5197344,-2.9472586,355.0,village/town/hamlet,28,63.45,True,Zipline
Old Fadama,5.5488671,-0.2225216,63882.0,suburb,25,76.8,True,Zipline
Old Gor,9.0938203,0.2564272,388.0,village/town/hamlet,-1,-1.0,False,Aucun
Old Jejeti,6.4668016,-0.6726077,1193.0,village/town/hamlet,25,38.58,True,Zipline
Old Kokobriko,6.5560821,-1.5458322,3005.0,village/town/hamlet,26,58.18,True,Zipline
Old Longoro,8.1863919,-1.8985212,160.0,village/town/hamlet,-1,-1.0,False,Aucun
Old Mpanease,6.498562,-1.7476494,500.0,village/town/hamlet,26,73.62,True,Zipline
Old Naminboku,10.5499164,-0.2502662,859.0,village/town/hamlet,27,64.57,True,Zipline
Old Ningo,5.7498887,0.1875036,1797.0,village/town/hamlet,-1,-1.0,False,Aucun
Old Odonase,5.3110935,-1.1423206,1646.0,village/town/hamlet,1,15.2,True,MASA
Old Offinso,6.9060738,-1.6554186,3137.0,neighbourhood,26,34.06,True,Zipline
Old Osam,5.6479142,-1.5836205,50.0,village/town/hamlet,10,18.34,True,MASA
Old Osramani,7.9561485,0.0010038,1528.0,village/town/hamlet,30,17.64,True,Zipline
Old Papaase,6.5662039,-2.9013216,217.0,village/town/hamlet,28,62.82,True,Zipline
Old Pusuga,8.9250316,-0.0150437,1776.0,village/town/hamlet,-1,-1.0,False,Aucun
Old Seduase,5.830539,-0.1086778,1933.0,village/town/hamlet,25,55.73,True,Zipline
Old Suame,6.7148789,-1.6313182,86552.0,neighbourhood,26,46.5,True,Zipline
